CONTEXT_IP,CONTEXT_SESSION_START,CONTEXT_SESSION_ID,CONTEXT_PAGE_URL,CART_ID,CHECKOUT_ID,ORDER_ID,ID,PAYMENT_METHOD,EVENT,LOCALE,CURRENCY,CHANNEL,EVENT_TEXT,COUNTRY_CODE,ANONYMOUS_ID,RECEIVED_AT,UUID_TS,TIMESTAMP,ORIGINAL_TIMESTAMP,SENT_AT,CONTEXT_SCREEN_HEIGHT,CONTEXT_SCREEN_WIDTH,CONTEXT_SCREEN_DENSITY,CONTEXT_SCREEN_INNER_HEIGHT,CONTEXT_SCREEN_INNER_WIDTH,USER_ID,PRODUCTS,REVENUE,TAX,SHIPPING,TOTAL
208.149.27.111,2024-01-11 18:18:36.000,1704977316,www.choixcart.com/cart/view.html?ref=nav_cart,ATilzTKWWSoeaLoue47F,MC8vOBjHjn,kcaVrorK6Ah5,TM22WGQgJvo7vn,mastercard,order_complete,us,usd,web,ORDER COMPLETED,us,be57cea04fe54dd5ed36ddedf609241f,2024-01-11 18:34:09.000,2024-01-11 18:34:09.000,2024-01-11 18:34:09.000,2024-01-11 18:34:09.000,2024-01-11 18:34:09.000,1080,1920,1,934,1920,kevin.jones440@example.com,"[{""title"": null, ""category"": ""Watches"", ""path"": ""/p/7003"", ""url"": ""www.choixcart.com/p/7003"", ""price"": 25}]",20,3,3,23
67.211.93.143,2023-11-15 08:03:58.000,1700015638,"www.choixcart.com[{'page': {'id': '8JOkE4qLx8wskdhx', 'context_ip': '67.211.93.143', 'name': 'login', 'path': '/login', 'context_session_id': 1700015638, 'url': 'www.choixcart.com/login', 'context_destination_id': 'trhFRv2b7KyUqj', 'context_destination_type': 'snowflake', 'context_app_namespace': 'com.rudderstack.javascript', 'context_page_referrer': None, 'context_page_referring_domain': None, 'context_page_path': '/cart/view.html?ref=nav_cart', 'anonymous_id': 'b0e24f9060d64880942dc316460727ba', 'user_id': 'tina.ortega067@example.net', 'received_at': '2023-11-15T08:11:12.000000Z', 'sent_at': '2023-11-15T08:11:12.000000Z', 'original_timestamp': '2023-11-15T08:11:12.000000Z', 'timestamp': '2023-11-15T08:11:12.000000Z', 'uuid_ts': '2023-11-15T08:11:12.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_source': None, 'context_campaign_name': None, 'category': None, 'title': None}}, {'track': {'anonymous_id': 'b0e24f9060d64880942dc316460727ba', 'original_timestamp': '2023-11-15T08:11:12.000000Z', 'received_at': '2023-11-15T08:11:12.000000Z', 'sent_at': '2023-11-15T08:11:12.000000Z', 'timestamp': '2023-11-15T08:11:12.000000Z', 'uuid_ts': '2023-11-15T08:11:12.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_name': None, 'context_campaign_source': None, 'context_app_namespace': 'com.rudderstack.javascript', 'context_destination_id': 'trhFRv2b7KyUqj', 'context_destination_type': 'snowflake', 'context_session_id': 1700015638, 'user_id': None, 'id': 'ZX5P6I3Kbf02z8K4', 'channel': 'web', 'event_text': 'LOGIN', 'event': 'login'}}, {'identify': {'uuid_ts': '2023-11-15T08:11:12.000000Z', 'timestamp': '2023-11-15T08:11:12.000000Z', 'sent_at': '2023-11-15T08:11:12.000000Z', 'received_at': '2023-11-15T08:11:12.000000Z', 'original_timestamp': '2023-11-15T08:11:12.000000Z', 'last_name': 'Ortega', 'first_name': 'Tina', 'email': 'tina.ortega067@example.net', 'context_screen_height': 854, 'context_screen_width': 385, 'context_screen_density': 1, 'context_screen_inner_height': 726, 'context_screen_inner_width': 384, 'context_campaign_term': None, 'context_campaign_source': None, 'context_campaign_name': None, 'context_campaign_medium': None, 'context_campaign_content': None, 'anonymous_id': 'b0e24f9060d64880942dc316460727ba', 'user_id': 'tina.ortega067@example.net', 'context_ip': '67.211.93.143', 'id': 'Di87gT6OrKdK60TJ', 'context_session_start': '2023-11-15T08:03:58.000000Z', 'context_session_id': 1700015638, 'context_library_version': '1.0.2', 'context_page_url': 'www.choixcart.com/login', 'state': 'TX', 'address_country': 'US', 'currency': 'usd'}}]",rfvL22lQiW7Mc7JNlanb,cI9z1LKzi1,culcnoV3pdFS,u7aCxMtBIFKA81,amex,order_complete,ca,usd,web,ORDER COMPLETED,ca,b0e24f9060d64880942dc316460727ba,2023-11-15 08:14:26.000,2023-11-15 08:14:26.000,2023-11-15 08:14:26.000,2023-11-15 08:14:26.000,2023-11-15 08:14:26.000,854,385,1,726,384,tina.ortega067@example.net,"[{""title"": null, ""category"": ""Formal Shoes"", ""path"": ""/p/1541"", ""url"": ""www.choixcart.com/p/1541"", ""price"": 151}]",121,15,15,136
202.201.23.229,2023-09-22 07:58:39.000,1695349719,www.choixcart.com/cart/view.html?ref=nav_cart,2HNM60XHRa6lEnZKc48u,8zMld1cSRs,Jv8LpQ7wOs1f,iKPMvamODavCho,amex,order_complete,gb,usd,web,ORDER COMPLETED,gb,c6f6ff6fc2f9c3413061fedeeea25be9,2023-09-22 08:15:43.000,2023-09-22 08:15:43.000,2023-09-22 08:15:43.000,2023-09-22 08:15:43.000,2023-09-22 08:15:43.000,982,1512,2,828,1512,jimmy.shelton854@example.net,"[{""title"": null, ""category"": ""Shoes"", ""path"": ""/p/7356"", ""url"": ""www.choixcart.com/p/7356"", ""price"": 191}]",153,19,19,172
68.159.45.45,2024-01-22 07:17:58.000,1705888078,"www.choixcart.com[{'page': {'id': '1ivXUDuWXj012CTT', 'context_ip': '68.159.45.45', 'name': 'login', 'path': '/login', 'context_session_id': 1705888078, 'url': 'www.choixcart.com/login', 'context_destination_id': 'trhFRv2b7KyUqj', 'context_destination_type': 'snowflake', 'context_app_namespace': 'com.rudderstack.javascript', 'context_page_referrer': None, 'context_page_referring_domain': None, 'context_page_path': '/cart/view.html?ref=nav_cart', 'anonymous_id': 'd0c559ee5aada2c1c31b785f4336c33d', 'user_id': 'tiffanyherring@example.com', 'received_at': '2024-01-22T07:21:22.000000Z', 'sent_at': '2024-01-22T07:21:22.000000Z', 'original_timestamp': '2024-01-22T07:21:22.000000Z', 'timestamp': '2024-01-22T07:21:22.000000Z', 'uuid_ts': '2024-01-22T07:21:22.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_source': None, 'context_campaign_name': None, 'category': None, 'title': None}}, {'track': {'anonymous_id': 'd0c559ee5aada2c1c31b785f4336c33d', 'original_timestamp': '2024-01-22T07:21:22.000000Z', 'received_at': '2024-01-22T07:21:22.000000Z', 'sent_at': '2024-01-22T07:21:22.000000Z', 'timestamp': '2024-01-22T07:21:22.000000Z', 'uuid_ts': '2024-01-22T07:21:22.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_name': None, 'context_campaign_source': None, 'context_app_namespace': 'com.rudderstack.javascript', 'context_destination_id': 'trhFRv2b7KyUqj', 'context_destination_type': 'snowflake', 'context_session_id': 1705888078, 'user_id': 'tiffanyherring@example.com', 'id': 'Ab1Wn180UF6iG91O', 'channel': 'web', 'event_text': 'LOGIN', 'event': 'login'}}, {'identify': {'uuid_ts': '2024-01-22T07:21:22.000000Z', 'timestamp': '2024-01-22T07:21:22.000000Z', 'sent_at': '2024-01-22T07:21:22.000000Z', 'received_at': '2024-01-22T07:21:22.000000Z', 'original_timestamp': '2024-01-22T07:21:22.000000Z', 'last_name': 'Herring', 'first_name': 'Tiffany', 'email': 'tiffanyherring@example.com', 'context_screen_height': 1440, 'context_screen_width': 2560, 'context_screen_density': 2, 'context_screen_inner_height': 1319, 'context_screen_inner_width': 2560, 'context_campaign_term': None, 'context_campaign_source': None, 'context_campaign_name': None, 'context_campaign_medium': None, 'context_campaign_content': None, 'anonymous_id': 'd0c559ee5aada2c1c31b785f4336c33d', 'user_id': 'tiffanyherring@example.com', 'context_ip': '68.159.45.45', 'id': 'qhQhJp95C5y4ghO3', 'context_session_start': '2024-01-22T07:17:58.000000Z', 'context_session_id': 1705888078, 'context_library_version': '1.0.2', 'context_page_url': 'www.choixcart.com/login', 'state': 'FL', 'address_country': 'US', 'currency': 'usd'}}]",1pm8CSa9ZEVhKJ43sjjz,tqJw3Q0jG2,1ay7AXWE2gK2,JWUGEwR9lP0hLh,mastercard,order_complete,ca,usd,web,ORDER COMPLETED,ca,d0c559ee5aada2c1c31b785f4336c33d,2024-01-22 07:25:31.000,2024-01-22 07:25:31.000,2024-01-22 07:25:31.000,2024-01-22 07:25:31.000,2024-01-22 07:25:31.000,1440,2560,2,1319,2560,tiffanyherring@example.com,"[{""title"": null, ""category"": ""Formal Shoes"", ""path"": ""/p/4175"", ""url"": ""www.choixcart.com/p/4175"", ""price"": 94}]",75,9,9,85
161.254.241.196,2024-03-06 18:47:13.000,1709731033,www.choixcart.com/cart/view.html?ref=nav_cart,ecI8aZSl55gjecGRPy1d,Kbj2NGW1mc,XlnaQpfph8Fc,COfSnb5TQqU5OK,amex,order_complete,gb,usd,web,ORDER COMPLETED,gb,605e2445f209cfcc61d0f03dcd9f2eea,2024-03-06 19:05:33.000,2024-03-06 19:05:33.000,2024-03-06 19:05:33.000,2024-03-06 19:05:33.000,2024-03-06 19:05:33.000,1440,2560,2,1319,2560,smith.marissa219@example.org,"[{""title"": null, ""category"": ""Shoes"", ""path"": ""/p/6914"", ""url"": ""www.choixcart.com/p/6914"", ""price"": 145}]",116,15,15,131
219.172.4.106,2023-12-29 04:28:06.000,1703804286,"www.choixcart.com[{'page': {'id': 'e8hhb3x2OmVNtLw4', 'context_ip': '219.172.4.106', 'name': 'signup', 'path': '/signup', 'context_session_id': 1703804286, 'url': 'www.choixcart.com/signup', 'context_destination_id': 'trhFRv2b7KyUqj', 'context_destination_type': 'snowflake', 'context_app_namespace': 'com.rudderstack.javascript', 'context_page_referrer': None, 'context_page_referring_domain': None, 'context_page_path': '/cart/view.html?ref=nav_cart', 'anonymous_id': 'c90d4d5edda9557bd76efa78f3cc9be9', 'user_id': 'jordan.crystal577@example.org', 'received_at': '2023-12-29T04:34:31.000000Z', 'sent_at': '2023-12-29T04:34:31.000000Z', 'original_timestamp': '2023-12-29T04:34:31.000000Z', 'timestamp': '2023-12-29T04:34:31.000000Z', 'uuid_ts': '2023-12-29T04:34:31.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_source': None, 'context_campaign_name': None, 'category': None, 'title': None}}, {'track': {'anonymous_id': 'c90d4d5edda9557bd76efa78f3cc9be9', 'original_timestamp': '2023-12-29T04:34:31.000000Z', 'received_at': '2023-12-29T04:34:31.000000Z', 'sent_at': '2023-12-29T04:34:31.000000Z', 'timestamp': '2023-12-29T04:34:31.000000Z', 'uuid_ts': '2023-12-29T04:34:31.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_name': None, 'context_campaign_source': None, 'context_app_namespace': 'com.rudderstack.javascript', 'context_destination_id': 'trhFRv2b7KyUqj', 'context_destination_type': 'snowflake', 'context_session_id': 1703804286, 'user_id': None, 'id': 'KJ6yxchx76tQOvZ8', 'channel': 'web', 'event_text': 'SIGNUP', 'event': 'signup'}}, {'identify': {'uuid_ts': '2023-12-29T04:34:31.000000Z', 'timestamp': '2023-12-29T04:34:31.000000Z', 'sent_at': '2023-12-29T04:34:31.000000Z', 'received_at': '2023-12-29T04:34:31.000000Z', 'original_timestamp': '2023-12-29T04:34:31.000000Z', 'last_name': 'Jordan', 'first_name': 'Crystal', 'email': 'jordan.crystal577@example.org', 'context_screen_height': 780, 'context_screen_width': 360, 'context_screen_density': 3, 'context_screen_inner_height': 645, 'context_screen_inner_width': 360, 'context_campaign_term': None, 'context_campaign_source': None, 'context_campaign_name': None, 'context_campaign_medium': None, 'context_campaign_content': None, 'anonymous_id': 'c90d4d5edda9557bd76efa78f3cc9be9', 'user_id': 'jordan.crystal577@example.org', 'context_ip': '219.172.4.106', 'id': 'OnLhHKyyns6iMSEJ', 'context_session_start': '2023-12-29T04:28:06.000000Z', 'context_session_id': 1703804286, 'context_library_version': '0.10.4', 'context_page_url': 'www.choixcart.com/signup', 'state': 'IN', 'address_country': 'US', 'currency': 'usd'}}]",RxsmonSjEjntYty9A9Pr,vNE6EBn1Fe,k3ln2eKgW6Sn,bEBs3pD2FAma3u,mastercard,order_complete,us,usd,web,ORDER COMPLETED,us,c90d4d5edda9557bd76efa78f3cc9be9,2023-12-29 04:38:07.000,2023-12-29 04:38:07.000,2023-12-29 04:38:07.000,2023-12-29 04:38:07.000,2023-12-29 04:38:07.000,780,360,3,645,360,jordan.crystal577@example.org,"[{""title"": null, ""category"": ""Trousers"", ""path"": ""/p/8043"", ""url"": ""www.choixcart.com/p/8043"", ""price"": 83}]",66,8,8,75
169.151.16.225,2024-03-17 20:50:44.000,1710688844,www.choixcart.com/cart/view.html?ref=nav_cart,63ZJNrbAQ0vHtitLXDJl,KPra6Ma9bX,9IaFizb8cKDO,dj8qy8T4GQlNxS,paypal,order_complete,gb,usd,web,ORDER COMPLETED,gb,b980b177a392e999aaa748df583611a8,2024-03-17 21:05:38.000,2024-03-17 21:05:38.000,2024-03-17 21:05:38.000,2024-03-17 21:05:38.000,2024-03-17 21:05:38.000,854,385,1,726,384,kelly.cummings319@example.org,"[{""title"": null, ""category"": ""Shoes"", ""path"": ""/p/8462"", ""url"": ""www.choixcart.com/p/8462"", ""price"": 34}]",27,3,3,31
92.30.100.46,2023-11-07 07:20:51.000,1699321851,"www.choixcart.com[{'page': {'id': '9j1HgUi0a0oNuQYZ', 'context_ip': '92.30.100.46', 'name': 'signup', 'path': '/signup', 'context_session_id': 1699321851, 'url': 'www.choixcart.com/signup', 'context_destination_id': 'trhFRv2b7KyUqj', 'context_destination_type': 'snowflake', 'context_app_namespace': 'com.rudderstack.javascript', 'context_page_referrer': None, 'context_page_referring_domain': None, 'context_page_path': '/cart/view.html?ref=nav_cart', 'anonymous_id': '190b87075ad8fcd72fbb650608070050', 'user_id': 'jeffreycook@example.com', 'received_at': '2023-11-07T07:31:30.000000Z', 'sent_at': '2023-11-07T07:31:30.000000Z', 'original_timestamp': '2023-11-07T07:31:30.000000Z', 'timestamp': '2023-11-07T07:31:30.000000Z', 'uuid_ts': '2023-11-07T07:31:30.000000Z', 'context_campaign_medium': 'ppc', 'context_campaign_content': '53454fasdf', 'context_campaign_source': 'google', 'context_campaign_name': 'cmpn_232', 'category': None, 'title': None}}, {'track': {'anonymous_id': '190b87075ad8fcd72fbb650608070050', 'original_timestamp': '2023-11-07T07:31:30.000000Z', 'received_at': '2023-11-07T07:31:30.000000Z', 'sent_at': '2023-11-07T07:31:30.000000Z', 'timestamp': '2023-11-07T07:31:30.000000Z', 'uuid_ts': '2023-11-07T07:31:30.000000Z', 'context_campaign_medium': 'ppc', 'context_campaign_content': '53454fasdf', 'context_campaign_name': 'cmpn_232', 'context_campaign_source': 'google', 'context_app_namespace': 'com.rudderstack.javascript', 'context_destination_id': 'trhFRv2b7KyUqj', 'context_destination_type': 'snowflake', 'context_session_id': 1699321851, 'user_id': None, 'id': '76zfIcpTQBbfDmul', 'channel': 'web', 'event_text': 'SIGNUP', 'event': 'signup'}}, {'identify': {'uuid_ts': '2023-11-07T07:31:30.000000Z', 'timestamp': '2023-11-07T07:31:30.000000Z', 'sent_at': '2023-11-07T07:31:30.000000Z', 'received_at': '2023-11-07T07:31:30.000000Z', 'original_timestamp': '2023-11-07T07:31:30.000000Z', 'last_name': 'Cook', 'first_name': 'Jeffrey', 'email': 'jeffreycook@example.com', 'context_screen_height': 873, 'context_screen_width': 393, 'context_screen_density': 2, 'context_screen_inner_height': 760, 'context_screen_inner_width': 393, 'context_campaign_term': 'christmas sale', 'context_campaign_source': 'google', 'context_campaign_name': 'cmpn_232', 'context_campaign_medium': 'ppc', 'context_campaign_content': '53454fasdf', 'anonymous_id': '190b87075ad8fcd72fbb650608070050', 'user_id': 'jeffreycook@example.com', 'context_ip': '92.30.100.46', 'id': 'xjTTb8NQYuKK9BL2', 'context_session_start': '2023-11-07T07:20:51.000000Z', 'context_session_id': 1699321851, 'context_library_version': '0.10.4', 'context_page_url': 'www.choixcart.com/signup', 'state': 'VA', 'address_country': 'US', 'currency': 'usd'}}]",eTqXfZgoQYSAyGgOuypx,v5XJ9vjOR8,60GojdZ7mkNB,9P8h9dDRWNIPT6,amex,order_complete,it,usd,web,ORDER COMPLETED,it,190b87075ad8fcd72fbb650608070050,2023-11-07 07:39:40.000,2023-11-07 07:39:40.000,2023-11-07 07:39:40.000,2023-11-07 07:39:40.000,2023-11-07 07:39:40.000,873,393,2,760,393,jeffreycook@example.com,"[{""title"": null, ""category"": ""Shirts"", ""path"": ""/p/4466"", ""url"": ""www.choixcart.com/p/4466"", ""price"": 143}]",114,14,14,129
110.12.224.230,2023-10-11 04:15:58.000,1696977958,"www.choixcart.com[{'page': {'id': 'EciCzqsBJcxfMqRx', 'context_ip': '110.12.224.230', 'name': 'signup', 'path': '/signup', 'context_session_id': 1696977958, 'url': 'www.choixcart.com/signup', 'context_destination_id': 'trhFRv2b7KyUqj', 'context_destination_type': 'snowflake', 'context_app_namespace': 'com.rudderstack.javascript', 'context_page_referrer': None, 'context_page_referring_domain': None, 'context_page_path': '/cart/view.html?ref=nav_cart', 'anonymous_id': '48d4bcf42dc83bf62369eb52b55c6956', 'user_id': 'moran.elizabeth449@example.org', 'received_at': '2023-10-11T04:34:12.000000Z', 'sent_at': '2023-10-11T04:34:12.000000Z', 'original_timestamp': '2023-10-11T04:34:12.000000Z', 'timestamp': '2023-10-11T04:34:12.000000Z', 'uuid_ts': '2023-10-11T04:34:12.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_source': None, 'context_campaign_name': None, 'category': None, 'title': None}}, {'track': {'anonymous_id': '48d4bcf42dc83bf62369eb52b55c6956', 'original_timestamp': '2023-10-11T04:34:12.000000Z', 'received_at': '2023-10-11T04:34:12.000000Z', 'sent_at': '2023-10-11T04:34:12.000000Z', 'timestamp': '2023-10-11T04:34:12.000000Z', 'uuid_ts': '2023-10-11T04:34:12.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_name': None, 'context_campaign_source': None, 'context_app_namespace': 'com.rudderstack.javascript', 'context_destination_id': 'trhFRv2b7KyUqj', 'context_destination_type': 'snowflake', 'context_session_id': 1696977958, 'user_id': None, 'id': '3DcHmmR0FMYmk0fh', 'channel': 'web', 'event_text': 'SIGNUP', 'event': 'signup'}}, {'identify': {'uuid_ts': '2023-10-11T04:34:12.000000Z', 'timestamp': '2023-10-11T04:34:12.000000Z', 'sent_at': '2023-10-11T04:34:12.000000Z', 'received_at': '2023-10-11T04:34:12.000000Z', 'original_timestamp': '2023-10-11T04:34:12.000000Z', 'last_name': 'Moran', 'first_name': 'Elizabeth', 'email': 'moran.elizabeth449@example.org', 'context_screen_height': 873, 'context_screen_width': 393, 'context_screen_density': 2, 'context_screen_inner_height': 760, 'context_screen_inner_width': 393, 'context_campaign_term': None, 'context_campaign_source': None, 'context_campaign_name': None, 'context_campaign_medium': None, 'context_campaign_content': None, 'anonymous_id': '48d4bcf42dc83bf62369eb52b55c6956', 'user_id': 'moran.elizabeth449@example.org', 'context_ip': '110.12.224.230', 'id': 'ARf2fHCcLSDEfVTI', 'context_session_start': '2023-10-11T04:15:58.000000Z', 'context_session_id': 1696977958, 'context_library_version': '1.1.4', 'context_page_url': 'www.choixcart.com/signup', 'state': 'ND', 'address_country': 'US', 'currency': 'usd'}}]",Jm7Bx7QeaIqU0JPH9Y29,N859A0byXA,0R2PqwyfvR6S,hcuD7t5bWq5DLY,mastercard,order_complete,ca,usd,web,ORDER COMPLETED,ca,48d4bcf42dc83bf62369eb52b55c6956,2023-10-11 04:37:33.000,2023-10-11 04:37:33.000,2023-10-11 04:37:33.000,2023-10-11 04:37:33.000,2023-10-11 04:37:33.000,873,393,2,760,393,moran.elizabeth449@example.org,"[{""title"": null, ""category"": ""Mens clothing"", ""path"": ""/p/9529"", ""url"": ""www.choixcart.com/p/9529"", ""price"": 130}]",104,13,13,117
54.194.25.204,2023-11-09 07:49:13.000,1699496353,www.choixcart.com/cart/view.html?ref=nav_cart,gdJmoR0AICQfoZ5bXhx2,kIbA53RQ8m,5ZphPS3S7d7v,ysUfHaqvZsr8QT,visa,order_complete,us,usd,web,ORDER COMPLETED,us,a987b48175475ab01b2afd9e87485118,2023-11-09 07:58:26.000,2023-11-09 07:58:26.000,2023-11-09 07:58:26.000,2023-11-09 07:58:26.000,2023-11-09 07:58:26.000,800,360,2,803,432,kara.deleon427@example.net,"[{""title"": null, ""category"": ""Jeans"", ""path"": ""/p/6153"", ""url"": ""www.choixcart.com/p/6153"", ""price"": 33}]",26,3,3,30
212.118.115.228,2023-11-28 03:18:14.000,1701121694,www.choixcart.com/cart/view.html?ref=nav_cart,qCYaPuJwsZgkqCRUfMwx,Yg5V8PBF8e,yeTtvMp24Pm8,QsEILVkQmXmGBs,paypal,order_complete,gb,usd,web,ORDER COMPLETED,gb,868b506a7e01a741e91281a70699031b,2023-11-28 03:44:17.000,2023-11-28 03:44:17.000,2023-11-28 03:44:17.000,2023-11-28 03:44:17.000,2023-11-28 03:44:17.000,1440,2560,2,1319,2560,jasonluna@example.com,"[{""title"": null, ""category"": ""Jeans"", ""path"": ""/p/2712"", ""url"": ""www.choixcart.com/p/2712"", ""price"": 71}]",57,7,7,64
34.126.81.46,2023-10-07 13:12:02.000,1696664522,"www.choixcart.com[{'page': {'id': 'InCXDHl9wAd8dPX1', 'context_ip': '34.126.81.46', 'name': 'login', 'path': '/login', 'context_session_id': 1696664522, 'url': 'www.choixcart.com/login', 'context_destination_id': 'trhFRv2b7KyUqj', 'context_destination_type': 'snowflake', 'context_app_namespace': 'com.rudderstack.javascript', 'context_page_referrer': None, 'context_page_referring_domain': None, 'context_page_path': '/cart/view.html?ref=nav_cart', 'anonymous_id': '3859fc2b7ba21c57152c675137d3d191', 'user_id': 'virginiacain@example.com', 'received_at': '2023-10-07T13:18:30.000000Z', 'sent_at': '2023-10-07T13:18:30.000000Z', 'original_timestamp': '2023-10-07T13:18:30.000000Z', 'timestamp': '2023-10-07T13:18:30.000000Z', 'uuid_ts': '2023-10-07T13:18:30.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_source': None, 'context_campaign_name': None, 'category': None, 'title': None}}, {'track': {'anonymous_id': '3859fc2b7ba21c57152c675137d3d191', 'original_timestamp': '2023-10-07T13:18:30.000000Z', 'received_at': '2023-10-07T13:18:30.000000Z', 'sent_at': '2023-10-07T13:18:30.000000Z', 'timestamp': '2023-10-07T13:18:30.000000Z', 'uuid_ts': '2023-10-07T13:18:30.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_name': None, 'context_campaign_source': None, 'context_app_namespace': 'com.rudderstack.javascript', 'context_destination_id': 'trhFRv2b7KyUqj', 'context_destination_type': 'snowflake', 'context_session_id': 1696664522, 'user_id': None, 'id': 'p8JLYCMfjhBUjJhg', 'channel': 'web', 'event_text': 'LOGIN', 'event': 'login'}}, {'identify': {'uuid_ts': '2023-10-07T13:18:30.000000Z', 'timestamp': '2023-10-07T13:18:30.000000Z', 'sent_at': '2023-10-07T13:18:30.000000Z', 'received_at': '2023-10-07T13:18:30.000000Z', 'original_timestamp': '2023-10-07T13:18:30.000000Z', 'last_name': 'Cain', 'first_name': 'Virginia', 'email': 'virginiacain@example.com', 'context_screen_height': 800, 'context_screen_width': 360, 'context_screen_density': 2, 'context_screen_inner_height': 803, 'context_screen_inner_width': 432, 'context_campaign_term': None, 'context_campaign_source': None, 'context_campaign_name': None, 'context_campaign_medium': None, 'context_campaign_content': None, 'anonymous_id': '3859fc2b7ba21c57152c675137d3d191', 'user_id': 'virginiacain@example.com', 'context_ip': '34.126.81.46', 'id': 'zobGJVy3lwLL6jGQ', 'context_session_start': '2023-10-07T13:12:02.000000Z', 'context_session_id': 1696664522, 'context_library_version': '1.1.4', 'context_page_url': 'www.choixcart.com/login', 'state': 'MT', 'address_country': 'US', 'currency': 'usd'}}]",tqUAfLFM1Z1Oi8mU796f,ojklJBbpwF,BC1jVldjVOMc,5wdds0P0ArPuHV,amex,order_complete,ca,usd,web,ORDER COMPLETED,ca,3859fc2b7ba21c57152c675137d3d191,2023-10-07 13:22:16.000,2023-10-07 13:22:16.000,2023-10-07 13:22:16.000,2023-10-07 13:22:16.000,2023-10-07 13:22:16.000,800,360,2,803,432,virginiacain@example.com,"[{""title"": null, ""category"": ""Watches"", ""path"": ""/p/6726"", ""url"": ""www.choixcart.com/p/6726"", ""price"": 130}]",104,13,13,117
