RECEIVED_AT,LAST_NAME,FIRST_NAME,CONTEXT_CAMPAIGN_TERM,CONTEXT_CAMPAIGN_SOURCE,CONTEXT_CAMPAIGN_NAME,CONTEXT_CAMPAIGN_MEDIUM,CONTEXT_CAMPAIGN_CONTENT,ANONYMOUS_ID,USER_ID,CONTEXT_IP,ID
2023-09-17 11:05:09.000,Bennett,Patricia,,,,,,1e6b7bafa2ac667ec2fb9f7353aab632,patricia.bennett308@example.org,161.32.63.137,unUbFNsDNsEUAfTF
2024-02-04 12:26:24.000,Cunningham,Kristen,brand launch,email,cmpn_421,email,53dsvdsa,b6338731dec223721a2c9173508d4244,cunningham.kristen158@example.org,206.227.75.49,5CJzr8nvAgowqHBJ
2024-04-02 20:03:37.000,Rivera,Devin,,,,,,e39b257e5676a4b7a2475ba2a812bbfb,devinrivera@example.com,21.189.186.221,rIYC9o46lUGfs7uO
2024-04-15 02:54:18.000,Rivera,Devin,,,,,,e39b257e5676a4b7a2475ba2a812bbfb,devinrivera@example.com,108.69.85.126,OtujshAnP7qoXvm4
2024-01-22 17:04:41.000,Martin,Tina,abandon cart,email,cmpn_125,email,gsf4dsgs,8ce0516feffbb8a23cedd809766a7d7b,martin.tina002@example.org,190.175.59.45,GEct8N9nTble4ZCv
2023-09-23 18:29:31.000,Kramer,Jodi,abandon cart,twitter,cmpn_125,paidsocial,gts23ds,e74b85e93f8122b158ea4f8533d3d397,jodikramer@example.com,198.0.48.237,sCW70rafi8fxsHWK
2023-09-28 16:13:24.000,Young,Anna,paid users,google,cmpn_830,ppc,cdasareravf,cbf099b57196ca841918fe6c852e271e,annayoung@example.com,143.221.174.228,dahMGECGVEsnFAtw
2023-09-09 09:44:34.000,Collier,Joshua,paid users,google,cmpn_830,ppc,cdasareravf,651f15828352fbab0bddd72a70b09f2b,collier.joshua175@example.org,220.225.244.213,gjrpaU9vCrYfLBSq
2023-12-28 02:43:52.000,Richards,David,,,,,,841dd0549f8f7aabe26048ec90913e93,davidrichards@example.com,220.186.44.152,t9At0zti0HKwa2Ar
2023-12-28 07:24:09.000,Richards,David,brand launch,email,cmpn_421,email,53dsvdsa,841dd0549f8f7aabe26048ec90913e93,davidrichards@example.com,209.14.105.30,xsFjyoN8LnQitSlX
2024-03-25 13:49:04.000,Sanders,Marissa,,,,,,829b0ae0cd62784cc825a1672bf5a008,marissasanders@example.com,6.148.180.60,QyVONDNOUeBrtI7x
2023-12-23 06:31:23.000,Diaz,David,,,,,,aa43c506756c02f2990961be3a14947e,daviddiaz@example.com,182.136.127.249,QBetzH8xAXbQSJLJ
2023-12-30 16:39:27.000,Diaz,David,,,,,,aa43c506756c02f2990961be3a14947e,daviddiaz@example.com,145.117.215.248,O52pEGRhG9xkU4iZ
2023-11-10 23:44:04.000,Robinson,Gail,,,,,,61a43788a02670b154aee42bb54049de,gailrobinson@example.com,168.41.1.190,09x9jfur2W9UZwvd
2024-02-29 09:39:34.000,Snow,Caitlin,christmas sale,bing,cmpn_232,ppc,53454fasdf,7a999fc88c4374ba187fdeb6c4b5a19c,caitlin.snow804@example.net,123.25.212.243,6mAJU6trg6yWRGRm
2024-03-26 19:01:45.000,Massey,Marissa,,,,,,908d0dad5fcbcb91aa6ca6348fe3dc34,marissamassey@example.com,52.89.179.78,s1fThkjwIqmOctA4
2023-10-14 20:14:58.000,Morgan,Valerie,,,,,,7fb0949a27683a9727218de61e7acf68,morgan.valerie702@example.org,73.68.198.176,lfrE0SM6lqOhq24k
2023-10-27 23:20:57.000,Morgan,Valerie,abandon cart,twitter,cmpn_125,paidsocial,gts23ds,7fb0949a27683a9727218de61e7acf68,morgan.valerie702@example.org,192.239.51.111,ouMta1RkDao1oJqG
2023-11-12 07:54:30.000,Miller,Randall,,,,,,f2075e9f5f29ff1a9904fcd5370ccfbc,randall.miller035@example.org,186.182.104.33,v9wGWUoDFIXXtzdl
2024-03-03 04:36:50.000,Baker,Jason,paid users,bing,cmpn_830,ppc,cdasareravf,e705aa35b0d951a28727b5e59ef81292,jason.baker166@example.net,174.18.136.65,Y9lFzRk7DAkhO4oG
2024-03-06 07:09:21.000,Baker,Jason,,,,,,e705aa35b0d951a28727b5e59ef81292,jason.baker166@example.net,79.66.224.3,jl1qtOuYzgRtSiZY
2024-02-13 15:59:51.000,Kelley,Harold,brand launch,email,cmpn_421,email,53dsvdsa,7409f30459628d18c3faf50e0a1ccc85,harold.kelley036@example.org,141.198.87.76,bgL0L9xy4Bndg4pg
2023-11-09 11:12:45.000,Adams,Joan,,,,,,3f92daf3cf64b173c941be09304fa4f9,adams.joan356@example.org,135.44.215.243,ynFaPZu9PLDHqz5j
2024-03-28 03:36:37.000,Chapman,Linda,christmas sale,bing,cmpn_232,ppc,53454fasdf,4722ac476b905a2ee5fd92153c910c70,lindachapman@example.com,160.30.128.30,nq6XG5mOqsS5KLNc
2023-09-11 10:28:30.000,Massey,Alison,,,,,,62555ad5bfbbca176a3eabef168f8261,massey.alison449@example.org,221.96.102.83,6KI4srYr0DFW3YU9
2023-11-17 11:36:58.000,Compton,Patricia,,,,,,e396d5e0c1a26dbda8c3a2c54e810491,patriciacompton@example.com,163.118.228.125,Iyust0pEqvJIstJe
2023-11-17 19:23:34.000,Compton,Patricia,,,,,,e396d5e0c1a26dbda8c3a2c54e810491,patriciacompton@example.com,91.149.241.213,vArVz0E7wPhbPgKZ
2023-12-26 03:28:45.000,Roberts,James,,,,,,2516dd0b09264f962be5ebae31ea24ca,jamesroberts@example.com,83.222.83.83,0uGmYbrn4tWNXROp
2023-12-13 11:43:56.000,Walker,Sheryl,,,,,,cb93916098bb849e771706e7a5657380,sheryl.walker577@example.net,149.165.41.26,idZswp4BkE5yn3sp
2024-01-14 20:40:28.000,Flores,Mary,,,,,,819f64defd8ddf9fd34a49ac4452dff2,maryflores@example.com,182.192.11.70,LDrhOhsx7ntO2U1f
2024-03-16 23:50:08.000,Foster,Catherine,,,,,,ee919b77c79086472a1846760baf78a5,foster.catherine238@example.org,188.182.243.17,1npB8H9LInM553Z8
2024-03-18 22:47:29.000,Morrow,Lisa,,,,,,5da6d74613f452927e9fc9473a112682,lisamorrow@example.com,211.199.251.71,iZnx8kLKUeIxTvx5
2024-01-04 14:25:36.000,Smith,Adam,,,,,,cf8095e52576a0077bcc7f02262b789e,adamsmith@example.com,220.111.235.2,miGPXKZks0dJLAjL
2024-03-12 02:12:20.000,Harper,Destiny,,,,,,6daf4e332a4d37dc443972cf8b217573,destiny.harper310@example.org,190.215.237.238,iExQ6FcOZVYlJAHx
2024-03-22 04:55:42.000,Harper,Destiny,,,,,,6daf4e332a4d37dc443972cf8b217573,destiny.harper310@example.org,46.211.129.197,SIZwJ2uJOajKxHUA
2023-09-23 18:59:44.000,Murphy,Sherri,,,,,,899c86198be9c50b6bfe796620a3f8da,sherri.murphy917@example.net,116.160.221.127,NhFpwwodsbsuFUzS
2023-09-29 03:30:25.000,Murphy,Sherri,,,,,,899c86198be9c50b6bfe796620a3f8da,sherri.murphy917@example.net,74.98.163.143,HLksDZoYCY66Kvnk
2024-02-25 01:57:10.000,Dominguez,Susan,,,,,,e51ee880becda483718ee49a135bd93c,susan.dominguez981@example.com,138.156.44.57,ymcjKlYl1I5zLTcM
2024-01-26 16:07:46.000,Scott,Allen,new users,google,cmpn_533,ppc,gfaa4rvdsa,1553af555c23045b6182f36f0243f787,scott.allen004@example.org,75.105.224.0,tW6M5RYo2gyixyC6
2024-02-03 22:39:54.000,Scott,Allen,,,,,,1553af555c23045b6182f36f0243f787,scott.allen004@example.org,68.113.81.47,E5UgcOOCsqlwjnmv
2023-09-09 21:50:48.000,White,Mitchell,topoffers,email,cmpn_90,email,4sdf4sda,fa7e0d1e90e6f51f5e3846ce6c733294,mitchell.white623@example.com,53.16.106.134,vSDMGD7YunXWwfRP
2024-03-06 08:17:06.000,Mitchell,Kayla,,,,,,4981d385ea081cc3e65bfdb2cd25c1b6,mitchell.kayla905@example.org,86.77.79.1,9LqjOD8xa2swoRfQ
2024-01-21 00:40:24.000,Jones,Jenny,new users,google,cmpn_533,ppc,gfaa4rvdsa,bce01686d83ac7930c52938c22093fd3,jennyjones@example.com,5.139.10.95,YYDHdzEK1wZCu5sZ
2024-01-29 08:25:50.000,Jones,Jenny,,,,,,bce01686d83ac7930c52938c22093fd3,jennyjones@example.com,164.255.58.16,gchUX763lqgUXB5e
2024-02-16 13:14:04.000,Smith,Jack,brand launch,email,cmpn_421,email,53dsvdsa,84292a3ca999d70411238193766863aa,jacksmith@example.com,57.231.178.154,aN9XYgJAYrq05XMj
2023-10-23 02:29:14.000,Rogers,Jake,,,,,,27a65c4736fcf3e2460213e30dd783fa,rogers.jake304@example.org,33.253.96.66,pBmpVsxvYUSEWJrf
2023-11-06 08:56:30.000,Rogers,Jake,,,,,,27a65c4736fcf3e2460213e30dd783fa,rogers.jake304@example.org,6.97.90.223,25DWFBEmK3kM635v
2024-02-28 19:40:44.000,Green,Amanda,,,,,,d62ddcf602700c3bb3bb0105e0c0a850,amandagreen@example.com,67.229.153.72,SrerIMyIPCR7SbxA
2024-03-14 13:33:04.000,Summers,Elizabeth,,,,,,059845a56c510f5531e1451f62bb1a79,elizabethsummers@example.com,59.145.62.235,habLMaYVgMyFj4QX
2023-09-30 10:12:53.000,Arroyo,Shannon,abandon cart,twitter,cmpn_125,paidsocial,gts23ds,ec5c6f7e8a8f3bc3f566a2fdfa4e6af1,arroyo.shannon771@example.org,25.12.71.254,324pVvo9HejXlwfg
2023-12-25 07:25:59.000,Johnson,Richard,brand launch,email,cmpn_421,email,53dsvdsa,65c688bb593008bcbdbc1eeb701f5e3b,johnson.richard933@example.org,98.47.45.226,WTNXmgYQAbj0qlUz
2023-09-30 18:14:12.000,Chavez,Mary,,,,,,6bbddb24717b9d8c78e18ea4e6172627,mary.chavez755@example.org,124.171.84.73,1A7l7pB8FMAbJs7s
2023-12-20 07:20:37.000,Myers,Valerie,,,,,,dd36bf7e2a72a278aa08aa2f5602b2f7,valerie.myers497@example.net,216.22.143.141,vp50ZXgp4PvGJ18d
2023-12-30 16:42:51.000,Myers,Valerie,abandon cart,email,cmpn_125,email,gsf4dsgs,dd36bf7e2a72a278aa08aa2f5602b2f7,valerie.myers497@example.net,156.167.109.42,lHWN6AS7GgafKYH1
2024-03-24 14:50:09.000,Collins,Michael,,,,,,80722f54fbe6f04f8c4b75b38c397a2b,michael.collins954@example.net,87.114.96.89,ntV5pnsKwitGLHx3
2024-03-27 21:33:21.000,Collins,Michael,christmas sale,google,cmpn_232,ppc,53454fasdf,80722f54fbe6f04f8c4b75b38c397a2b,michael.collins954@example.net,76.187.232.46,wtmkzcBZXt8RqcmH
2023-09-19 04:53:19.000,Singh,Troy,,,,,,05887efd577fb72911d07794bbfe04f8,troysingh@example.com,88.254.211.70,7vxBMdeRG22xxC8n
2023-10-01 07:19:06.000,Singh,Troy,,,,,,05887efd577fb72911d07794bbfe04f8,troysingh@example.com,126.171.36.34,1aj5qcrZk9bUO4LK
2024-02-24 07:43:13.000,Morales,Evan,,,,,,b611318ed351182310d2a4976f151c6c,evanmorales@example.com,144.13.23.106,rfNifVogXgYx3hzY
2023-11-11 19:29:54.000,Guerra,Jackson,,,,,,024641844638eb32a7e9f8df01006615,guerra.jackson705@example.org,105.202.13.38,GHbd0Jibxi3hxrEv
2023-11-28 13:46:41.000,Smith,Faith,,,,,,3bff462b8fc11f50d2a23f3a815cc6e3,faithsmith@example.com,132.249.138.168,AyMyH2Qp9FAyUbay
2023-10-20 22:58:58.000,Smith,Haley,,,,,,8a9471cc67cedaa3458a35fe0479164c,haley.smith258@example.com,166.129.106.185,HWmWPG9ymsNsX3kv
2024-02-19 08:43:35.000,Rodriguez,Jorge,,,,,,62d5c91ad915c1bdff5e45d5e2841a40,jorgerodriguez@example.com,89.58.146.49,uWyUlmugotvnvVNK
2024-03-01 16:12:17.000,Rodriguez,Jorge,,,,,,62d5c91ad915c1bdff5e45d5e2841a40,jorgerodriguez@example.com,157.165.237.14,xqfTeR3KND3a7M6P
2024-01-09 10:25:05.000,Robbins,Dennis,,,,,,c6aef9bd362ed2a7001dbd6cefbbd702,dennis.robbins997@example.net,59.33.46.195,P7gq5pEniSAgFxNW
2024-01-11 11:28:09.000,Robbins,Dennis,,,,,,c6aef9bd362ed2a7001dbd6cefbbd702,dennis.robbins997@example.net,60.85.255.0,kdE26iqbvZQSHdKT
2023-12-11 06:22:21.000,Rice,Lisa,,,,,,849150422a1fc247a1bbc1fd40e46114,lisarice@example.com,193.249.253.141,Dl8OLRG0ONXxYdHs
2023-10-12 01:24:12.000,Rodriguez,Anne,,,,,,7e909ea646b5f98a9a9739f8e186fdf5,rodriguez.anne468@example.org,67.16.20.235,rc89T1vuiK2AzJ8f
2023-12-16 06:32:26.000,Davis,Tracy,,,,,,4c0ab5589803e55b8ff68c15762dd247,tracy.davis021@example.net,178.250.17.89,9BJMeb5VXHi9AHMW
2024-04-04 08:58:18.000,Ali,Teresa,,,,,,c5ca48aba545356ea7cb5f6e670a9978,teresa.ali347@example.org,144.31.40.213,tqcIHnZU9681VPfs
2024-04-06 09:45:27.000,Ali,Teresa,,,,,,c5ca48aba545356ea7cb5f6e670a9978,teresa.ali347@example.org,161.186.84.16,uDLOPzawJvLXAagq
2024-02-27 11:44:40.000,Washington,Edwin,paid users,bing,cmpn_830,ppc,cdasareravf,49da75cf0e5c4c9300caaed730ddae1f,edwinwashington@example.com,188.217.36.138,B847cCQZ25jYYfn5
2024-03-09 18:38:31.000,Washington,Edwin,paid users,bing,cmpn_830,ppc,cdasareravf,49da75cf0e5c4c9300caaed730ddae1f,edwinwashington@example.com,73.232.231.242,FrPOD05fmLcqoWM8
2023-10-05 15:26:15.000,Cunningham,Janet,,,,,,ff1cef65b4c953b05bfd1e9067c23f07,janetcunningham@example.com,124.125.28.238,Gdgcab512aXZtifV
2023-12-08 11:21:11.000,Brock,Regina,,,,,,6889d16c94d855650d0dea6efbe6e921,reginabrock@example.com,161.48.250.80,b7HJezPqkuV4eI3G
2023-12-16 16:06:27.000,Brock,Regina,,,,,,6889d16c94d855650d0dea6efbe6e921,reginabrock@example.com,1.128.222.46,wSoan4n41Amzu7nV
2024-03-01 05:26:52.000,Russo,Manuel,,,,,,c3a7f8f5d775bc7e476223eba824848d,manuel.russo197@example.com,219.180.21.201,2L2KmuNHB4i8Tbpn
2024-01-24 22:34:48.000,Dominguez,John,,,,,,615de37b6994384da0f710e3183cda10,johndominguez@example.com,22.135.179.62,JvOB7mKXjfu6KAES
2023-10-30 23:49:19.000,Ramirez,Gina,brand launch,email,cmpn_421,email,53dsvdsa,6555dd8ca5ecb9230551ad1d46efee34,gina.ramirez628@example.net,64.141.248.134,zqiZ19mvuGscbitL
2023-09-28 12:45:02.000,Herrera,Stacey,abandon cart,twitter,cmpn_125,paidsocial,gts23ds,258b5aa93c6d3ceeb8217eb2b18d1b8e,staceyherrera@example.com,154.126.100.167,oChD2CUlrYRjdT1D
2023-09-17 11:45:12.000,Sanchez,Patrick,,,,,,8cf3ff86521375697ba2723e6595118e,patrick.sanchez028@example.net,184.7.212.244,SQTE7UVOp6hOkX4o
2023-11-29 01:51:44.000,Ramos,Jeffrey,,,,,,1fb5549aa9d7e52a043e1b46f0bf120a,jeffrey.ramos879@example.org,179.100.186.84,nwzaYFVIfYqQnbaD
2023-10-16 09:53:48.000,Herrera,Regina,,,,,,1a9d8f80112cf098750dd3d00f9cfc90,reginaherrera@example.com,19.131.41.49,EWUX9mZ2pOrac8Re
2024-03-13 06:09:52.000,Esparza,Ryan,,,,,,f175b9e942801ebf5728d396be1780be,ryanesparza@example.com,82.85.242.123,L7DLeZhoZf7IjvKB
2024-02-18 13:01:06.000,Thompson,Elizabeth,,,,,,aa45fad2ba86b4ff08ed34bad5d37f67,elizabeth.thompson285@example.com,124.202.205.115,L78tU7Gxim0XfdQd
2024-02-26 20:02:13.000,Thompson,Elizabeth,,,,,,aa45fad2ba86b4ff08ed34bad5d37f67,elizabeth.thompson285@example.com,158.201.198.226,lF4leTpmR2NLeioA
2024-02-11 10:00:07.000,Hood,Lee,,,,,,be37a122689745c9d2832081e1dbfe74,hood.lee825@example.org,10.57.176.13,kRlKBHLaHe56EoUr
2024-04-05 14:08:54.000,Knight,William,,,,,,f868cd0413483f7be1a7b8b64dfcd558,williamknight@example.com,38.148.246.20,3lfmncBAgT9jJiTR
2024-04-17 21:37:01.000,Knight,William,,,,,,f868cd0413483f7be1a7b8b64dfcd558,williamknight@example.com,108.132.157.210,v8ZjReMvLmkdIdBC
2023-11-15 01:50:37.000,Carrillo,Glen,,,,,,321f41a4f348c3f34379627d7b391ee8,carrillo.glen227@example.org,207.32.127.186,Lf2aVov7jhsLysfM
2023-11-19 08:23:38.000,Carrillo,Glen,,,,,,321f41a4f348c3f34379627d7b391ee8,carrillo.glen227@example.org,19.91.225.81,yD87fWwLqBiTyRf1
2023-11-10 16:48:04.000,Reyes,Morgan,,,,,,f20f9a2f793852d266db74f26eb67b0d,reyes.morgan373@example.org,133.193.195.147,XkaphqESIVY7W2Ho
2023-11-16 01:11:09.000,Rose,Alyssa,,,,,,55e79bdd6eeb87634f389e14ef2903d7,rose.alyssa139@example.org,179.157.23.216,mOwYZFnxib8rQ0IV
2023-11-16 03:44:46.000,Rose,Alyssa,,,,,,55e79bdd6eeb87634f389e14ef2903d7,rose.alyssa139@example.org,152.251.151.86,xTcjMH6j7F9LofVl
2024-03-02 19:16:56.000,French,Kayla,new users,google,cmpn_533,ppc,gfaa4rvdsa,9002b852570f8ac041ba7061503d21e7,kayla.french759@example.net,97.142.115.148,7wT7ruq6GBNSp7LV
2024-03-10 22:08:27.000,French,Kayla,,,,,,9002b852570f8ac041ba7061503d21e7,kayla.french759@example.net,142.31.98.255,ExDZgsGPyVIcsMuw
2023-10-14 21:07:32.000,Bradley,Nathan,christmas sale,bing,cmpn_232,ppc,53454fasdf,52a41084b005eac472e81d4edc17aecf,nathan.bradley246@example.com,158.147.23.173,OX520fG3pB0Wxo0p
2024-02-28 03:10:33.000,Crawford,Kimberly,christmas sale,google,cmpn_232,ppc,53454fasdf,71971b6391bb5debdb8c8f5988d5b7ab,kimberly.crawford233@example.com,135.149.75.8,zEhNhYBx15esnJ4V
2024-01-21 00:09:55.000,Jordan,Jacob,,,,,,5bdacaa1df4e38ab49004c0363067e41,jordan.jacob231@example.org,189.217.34.230,B9ohjlil6PlDgwYC
2023-12-17 02:52:00.000,Howard,David,,,,,,44314f89a892798707e2c26d0bd62640,davidhoward@example.com,62.20.46.113,S0x4AKXdKuz468kE
2024-04-02 03:37:31.000,Ryan,Patricia,,,,,,f98a9efd133b107612b08154629ad073,patriciaryan@example.com,101.74.169.32,acPTgEwvVsHm7Rc9
2024-04-04 05:47:56.000,Ryan,Patricia,,,,,,f98a9efd133b107612b08154629ad073,patriciaryan@example.com,156.23.54.72,R75dIWqWyqRWe53c
2024-01-17 19:20:09.000,Williams,Robert,topoffers,email,cmpn_90,email,4sdf4sda,2a699fda2458f2e633ec8be40c185c28,robert.williams333@example.com,94.157.248.92,iZe0OzPinKhrFDVb
2024-01-28 03:04:19.000,Williams,Robert,,,,,,2a699fda2458f2e633ec8be40c185c28,robert.williams333@example.com,95.128.250.151,QudlHRIDw16Tusig
2023-12-23 10:47:29.000,Aguilar,Kayla,,,,,,42386f2bf00e000a52deaf2f0e5b415e,kayla.aguilar209@example.net,78.3.104.194,eAUw3ZYwCFx6q0I7
2024-04-04 17:05:45.000,Sampson,Alison,,,,,,bdc22bab53f9acba59882208267c51aa,alison.sampson247@example.org,149.81.154.94,8rwjJi8EE9E77Ql8
2023-09-18 01:44:39.000,Vincent,Dawn,,,,,,b0e20db3147540552855225496889aa3,dawn.vincent826@example.com,66.13.136.37,4ImBqUa2NgUE5IlV
2023-11-03 17:57:01.000,Warren,Sabrina,,,,,,efc895aea98c2e23ecb5b6600cd2e9d1,sabrina.warren480@example.com,81.63.84.40,o4Fkz4EqvdYh67uX
2023-11-04 02:04:36.000,Warren,Sabrina,,,,,,efc895aea98c2e23ecb5b6600cd2e9d1,sabrina.warren480@example.com,62.115.158.164,8Zw1QcUpZ5au1cVr
2024-02-14 08:26:08.000,Nelson,Travis,abandon cart,twitter,cmpn_125,paidsocial,gts23ds,e2d032f64d9800b25eb967ffc07fafb5,nelson.travis910@example.org,78.177.166.240,EewiTOrytKcxyssI
2024-03-13 08:32:44.000,Hogan,Ricardo,,,,,,d073247a49caa7dbcba159e1d5abe6de,ricardohogan@example.com,159.235.167.192,E4SqvzV2b7CKkbPR
2024-02-22 09:25:26.000,Mcgee,Paul,,,,,,1622738618f05cc7de5082025f5d740c,mcgee.paul155@example.org,217.113.184.16,sf8e86zesOHagtof
2024-02-23 19:23:41.000,Mcgee,Paul,abandon cart,twitter,cmpn_125,paidsocial,gts23ds,1622738618f05cc7de5082025f5d740c,mcgee.paul155@example.org,129.185.108.135,mJZspEj6eSWPbqMr
2024-03-17 18:08:01.000,Mccormick,Glenn,,,,,,7df9352377961429fba9d30e0d9a1e66,glenn.mccormick015@example.org,221.173.92.105,b44R4GEeZpSujt4r
2024-01-29 08:05:43.000,Parrish,Douglas,,,,,,03c88c921726d58a2445cf4d3a4866e5,douglasparrish@example.com,11.20.187.202,3gE0err9GQioKkWb
2024-03-17 08:59:59.000,Jennings,Bruce,,,,,,940c90e6c161bab248cbc8c40ba8093c,jennings.bruce407@example.org,23.33.2.14,yuiLZDEDBnt0MisN
2023-12-09 04:02:35.000,Davis,Barbara,,,,,,d954fee95c5fabb4dee7b12caac0a912,barbaradavis@example.com,104.58.133.158,gLtZZ491iQhSMVCH
2023-12-10 12:47:04.000,Davis,Barbara,,,,,,d954fee95c5fabb4dee7b12caac0a912,barbaradavis@example.com,219.176.194.28,7SbNEWJbfSQNKBSj
2023-09-19 18:20:32.000,Hunter,Eric,,,,,,671f17d01b19da8a3ba5d2462eae3bb2,hunter.eric233@example.org,39.36.74.114,zSF1Vp9ciYYuP0V6
2023-10-01 18:50:35.000,Hunter,Eric,paid users,bing,cmpn_830,ppc,cdasareravf,671f17d01b19da8a3ba5d2462eae3bb2,hunter.eric233@example.org,221.244.82.45,aa4rjiQnfUrLdDet
2024-03-19 05:51:34.000,Patel,Jeremy,,,,,,23e9781478e424c3f0bf1f9afe853d29,patel.jeremy348@example.org,180.38.254.184,Vdnb3C7lcPwrx6Aa
2024-02-26 08:26:54.000,Montgomery,Thomas,,,,,,a99ddee0db932690aa0fa6ccc9ff7e55,thomas.montgomery316@example.net,136.54.90.27,PRRwpx5gEYFaXKva
2024-03-29 15:31:37.000,Dalton,Deborah,,,,,,513c03b2795bb5c54042ce79e53e6703,dalton.deborah121@example.org,151.85.229.120,GJUMt9Lye3uKislu
2023-12-04 23:47:03.000,Velez,Alexander,paid users,google,cmpn_830,ppc,cdasareravf,c4b599a864fd404c922283eecf4b1c99,alexandervelez@example.com,74.110.173.10,sM2H8gVwuSXCzzxQ
2023-09-18 04:56:47.000,Jarvis,Sharon,christmas sale,bing,cmpn_232,ppc,53454fasdf,eebab64fe7d826874c9ca3183aa5b869,sharonjarvis@example.com,132.146.139.172,sWzPFnMAw1Nmume7
2023-09-21 12:02:44.000,Jarvis,Sharon,,,,,,eebab64fe7d826874c9ca3183aa5b869,sharonjarvis@example.com,118.52.52.164,bn5y5gPR3l8IGN7w
2024-01-10 11:13:01.000,Boyd,Michael,,,,,,50f59533d4b19016a606ca99e670a1f6,michaelboyd@example.com,214.138.178.110,l1WVY3LIcBZKfQf8
2024-01-23 15:39:14.000,Holland,Jeffrey,,,,,,7343a391a667d47397bc565709fae0f6,jeffrey.holland547@example.net,204.247.45.17,db8V5hjittvhXuZq
2024-03-17 12:01:16.000,Mcdaniel,Carolyn,christmas sale,google,cmpn_232,ppc,53454fasdf,7f8eb1efe1b3368c3ce92c2f6993c964,carolyn.mcdaniel061@example.org,217.150.209.66,KAcmkNF8GOy9t5sj
2023-10-11 03:25:49.000,Moran,Justin,,,,,,d016eb2405b1c83f1f8e25ecaa556afd,moran.justin215@example.org,35.99.174.48,QZK1YIRuT49vjsj4
2024-04-07 06:46:00.000,Griffin,Sara,,,,,,d32f639f164447d8aaf6e36b186d9cd7,griffin.sara683@example.org,69.214.228.10,BssQqja808ea1l2u
2024-01-04 23:33:09.000,Villegas,Joshua,christmas sale,bing,cmpn_232,ppc,53454fasdf,9c0a997dec25307f97adfa9c52b3b384,joshua.villegas785@example.org,27.66.217.196,Jrz4baSWe1lgdFoO
2024-01-05 03:53:45.000,Villegas,Joshua,,,,,,9c0a997dec25307f97adfa9c52b3b384,joshua.villegas785@example.org,41.22.59.12,qAqu7nxZkXtDqXTL
2024-02-10 13:20:06.000,Ayala,Donna,,,,,,32ce1984f81a179e2672b44e49c2880d,donna.ayala805@example.com,34.32.96.18,H8eJARNsGfOpF4cK
2024-04-06 20:57:19.000,Brown,Michael,,,,,,860674ad5377c5a1311c5ec2a26231e2,brown.michael248@example.org,62.113.208.93,kSw5un6PrGCCcNSe
2024-03-09 08:00:26.000,Klein,Danielle,paid users,bing,cmpn_830,ppc,cdasareravf,bd6ede9446a8a9895b338e12a6e07db5,danielle.klein294@example.net,217.148.53.83,FhWUDQGNFhl6Iwl2
2024-03-16 23:07:51.000,Peterson,Heather,,,,,,433814e2380e839164e487c5a1776066,peterson.heather226@example.org,134.196.58.251,Qrr2YiUuTBSPXlL7
